dataset,processed_input,reference,max_new_tokens,stop_sequence,extraction_method,evaluation_metric,id
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
When a fusion reaction converts a pair of hydrogen isotopes to an alpha particle and a neutron most of the energy released is in the form of
Options:
A. gamma radiation.
B. kinetic energy of the alpha particle.
C. kinetic energy of the neutron.
D. All of these about equally.
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_457
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Last year, Chesa made 32 one-cup servings of soup for a school party. This year, she will make two times the amount of soup that she made last year. How many gallons of soup will Chesa make this year?
Options:
A. 64
B. 16
C. 4
D. 2
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_458
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Which of the following could be used as a test for autocorrelation up to third order?
Options:
A. The Durbin Watson test
B. White's test
C. The RESET test
D. The Breusch-Godfrey test
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_459
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
The pitch of a sound is mostly related to its
Options:
A. intensity
B. frequency
C. amplitude
D. speed
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_460
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
A victim was standing on a street corner waiting to make a drug buy. The drug dealer was always late, so the victim continued to wait outside in the freezing cold weather because he needed a quick fix. Suddenly a car rounded the street corner and a shot rang out. The victim slumped over and fell to the sidewalk. Immediately after being shot and before he died, the victim exclaimed, ""The defendant did it!"" The defendant was indicted and is now on trial for the victim's murder. Based on these facts alone, the admissibility of the victim's statement should be determined by
Options:
A. the jury, after a preliminary determination by the judge.
B. the jury, without a preliminary determination by the judge.
C. the judge, with instruction to the jury that it may consider the dying declaration if it determines that the victim knew he was dying.
D. the judge, without assistance from the jury.
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_461
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
 Which of the following propositions is not an immediate (one-step) consequence in PL of the given premises?
I ⊃ (J ≡ K)
(J ≡ K) ⊃ (L ∨ M)
I ⊃ ~L
Options:
A. ~L
B. J ≡ K
C. I ⊃ (L ∨ M)
D. ~L ⊃ (J ≡ K)
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_462
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Calculate $\left(\frac{1}{a}\right)^4 \cdot 2 \cdot a^4+a^{2+1-3}$ when $a=42$.
Options:
A. 0
B. 1
C. 2
D. 3
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_463
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
If total product of labor is rising at an increasing rate,
Options:
A. marginal product of labor is rising.
B. marginal product of labor is at its minimum.
C. marginal product of labor is at its maximum.
D. marginal cost is rising.
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_464
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
During his trial, Socrates argues that he would never intentionally corrupt others because:
Options:
A. it is his duty not to do so.
B. this would make them vicious, and they would then harm him.
C. he would be likely to get caught if he did so.
D. he would not know how.
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_465
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Which zone contains low-income slums, ethnic ghettos, and general deterioration in Burgess's concentric zone model of urban form?
Options:
A. First
B. Second
C. Third
D. Fourth
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_466
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
A retiree owned a 100-acre farm. For many years, the retiree grew tobacco on a 10-acre strip located in the northeast section of the property. In March, the retiree planted his annual tobacco crop, which he usually harvested in early October. In September, the retiree sold his farm to a tobacco grower for $100,000. At the time the retiree conveyed the property to the grower, the tobacco crop was well developed and quite mature. When the retiree and the grower entered into their land-sale agreement, there was no mention of the status or ownership of the tobacco crop. In early October, after the grower took possession of the property, the retiree contacted him and requested permission to harvest and remove the tobacco crop. The grower refused to allow the retiree to re-enter the property. The retiree brings suit against the grower seeking to re-enter the property and remove the tobacco crop that he had planted. Which of the following is correct regarding the respective rights of the parties?
Options:
A. The retiree is entitled to remove the tobacco crop, but he must pay the grower a reasonable value to enter the property, thus gaining access to the crop.
B. The retiree is entitled to remove the tobacco crop and is not required to pay the grower for entering the property, thus gaining access to the crop.
C. The retiree is not entitled to remove the tobacco crop and, thus, is not entitled to re-enter the property.
D. The retiree and the grower each have a colorable title to the tobacco crop, and consequently, there should be an equitable division of the proceeds from the sale of the crop between both parties.
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_467
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
In comparing the life expectancies of two models of refrigerators, the average years before complete breakdown of 10 model A refrigerators is compared with that of 15 model B refrigerators. The 90% confidence interval estimate of the difference is (6, 12). Which of the following is the most reasonable conclusion?
Options:
A. The mean life expectancy of one model is twice that of the other.
B. The mean life expectancy of one model is 6 years, while the mean life expectancy of the other is 12 years.
C. The probability that the life expectancies are different is 0.90.
D. We should be 90% confident that the difference in life expectancies is between 6 and 12 years.
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_468
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
This question refers to the following information.
We have, by this perpetual and irrevocable edict, established and proclaimed:
""First, that the recollection of everything done be one party or the other … during all the preceding period of troubles, remain obliterated and forgotten, as if no such things had ever happened. …
""We ordain that the Catholic Apostolic and Roman religion shall be restored and reestablished in all places and localities of this our kingdom and countries subject to our sway, where the exercise of the same has been interrupted, in order that it may be peaceably and freely exercised, without any trouble or hindrance. …
""And in order to leave no occasion for troubles or differences between our subjects, we have permitted, and herewith permit, those of the said religion called Reformed to live and abide in all the cities and places of this our kingdom and countries of our sway, and without being annoyed, molested, or compelled to do anything in the matter of religion contrary to their consciences. …""
Henry IV of France, The Edict of Nantes, 1598
From the passage, one may infer that
Options:
A. Henry IV was a Catholic
B. Henry IV was a Protestant
C. prior to 1598, France had been free of religious conflict
D. prior to 1598, France was stricken with religious conflict
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_469
